Year,Health Plan Type,Plan Name,Measure Name,Submeasure Name,Measure definition,Computed Value,State Average by Carrier Type (Stratified),Utah Average,National Average,Method,Measure ID,Data Element
2016,CHIP,SelectHealth,Immunizations for Adolescents,Tdap/Td,"The percentage of adolescents 13 years of age who had one Tdap vaccine or one tetanus, diphtheria toxoids vaccine (Td) by their 13th birthday.",91.72,91.86,,83.36,Admin+Chart Review,IMA,ratetdp
2016,CHIP,SelectHealth,Use of Imaging Studies for Low Back Pain,,"The percentage of adults 18-50 years of age with a primary diagnosis of low back pain who did not have an imaging study (plain X-ray, MRI or CT scan) within 28 days of the diagnosis.",100,100,,73.57,Administrative,LBP,rate
2016,CHIP,SelectHealth,Lead Screening in Children,,The percentage of children 2 years of age who had one or more blood tests for lead poisoning by their second birthday.,20.22,22.74,,66.5,Admin+Chart Review,LSC,rate
2016,CHIP,SelectHealth,Medication Management for People With Asthma,12-18 Years - Medication Compliance 50%,The percentage of adults and adolescents 12-18 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,25,37.5,,,Administrative,MMA,rate501218
2016,CHIP,SelectHealth,Medication Management for People With Asthma,19-50 Years - Medication Compliance 50%,The percentage of adults and adolescents 19-50 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,0,0,,,Administrative,MMA,rate501950
2016,CHIP,SelectHealth,Medication Management for People With Asthma,5-11 Years - Medication Compliance 50%,The percentage of adults and adolescents 5-11 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,45.45,47.73,,,Administrative,MMA,rate50511
2016,CHIP,SelectHealth,Medication Management for People With Asthma,51-64 Years - Medication Compliance 50%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,,,,,Administrative,MMA,rate505164
2016,CHIP,SelectHealth,Medication Management for People With Asthma,Total - Medication Compliance 50%,The percentage of adults and adolescents 5-85 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 50 percent of the treatment period.,38,44,,,Administrative,MMA,rate50tot
2016,CHIP,SelectHealth,Medication Management for People With Asthma,12-18 Years - Medication Compliance 75%,The percentage of adults and adolescents 12-18 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,25,12.5,,26.33,Administrative,MMA,rate751218
2016,CHIP,SelectHealth,Medication Management for People With Asthma,19-50 Years - Medication Compliance 75%,The percentage of adults and adolescents 19-50 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,0,0,,37.72,Administrative,MMA,rate751950
2016,CHIP,SelectHealth,Medication Management for People With Asthma,5-11 Years - Medication Compliance 75%,The percentage of adults and adolescents 5-11 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,21.21,18.94,,28.33,Administrative,MMA,rate75511
2016,CHIP,SelectHealth,Medication Management for People With Asthma,51-64 Years - Medication Compliance 75%,The percentage of adults and adolescents 51-64 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,,,,50.01,Administrative,MMA,rate755164
2016,CHIP,SelectHealth,Medication Management for People With Asthma,Total - Medication Compliance 75%,The percentage of adults and adolescents 5-85 years of age with persistent asthma and were dispensed appropriate asthma controller medications that they remained on for at least 75 percent of the treatment period.,22,16.56,,32.67,Administrative,MMA,rate75tot
2016,CHIP,SelectHealth,Annual Monitoring for Patients on Persistent Medications,ACE Inhibitors or ARBs,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for angiotensin converting enzyme (ACE) inhibitors or angiotensin receptor blockers (ARB).,,,,87.51,Not Reportable,MPM,rateace
2016,CHIP,SelectHealth,Annual Monitoring for Patients on Persistent Medications,Digoxin,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for digoxin.,,,,54.01,Not Reportable,MPM,ratedig
2017,HMO,Altius Health Plans Inc.,IMA Immunizations for Adolescents,Rate - HPV,,13.44,,,19.87,H,ima,ratehpv
2016,CHIP,SelectHealth,Annual Monitoring for Patients on Persistent Medications,Diuretics,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for diuretics.,,,,87.49,Not Reportable,MPM,ratediu
2016,CHIP,SelectHealth,Annual Monitoring for Patients on Persistent Medications,Total,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for a select therapeutic agent and at least one therapeutic monitoring event for the therapeutic agent.,,,,87.28,Not Reportable,MPM,ratetot
2016,CHIP,SelectHealth,Non-Recommended Cervical Cancer Screening in Adolescent Females,,The percentage of adolescent females 16-20 years of age who were screened unnecessarily for cervical cancer. Note: A lower rate indicates better performance.,0.33,0.8,,2.71,Administrative,NCS,rate
2016,Commercial HMO,SelectHealth,Use of First-Line Psychosocial Care for children on Antipsychotics,12-17 Years,The percentage of children 12-17 years of age who had a new prescription for an antipsychotic medication and had documentation of psychological care as first-line treatment.,46.89,49.92,,61.23,Administrative,APP,rate1217
2016,CHIP,SelectHealth,Persistence of Beta-Blocker Treatment After a Heart Attack,,The percentage of adults 18 years of age and older who were hospitalized and discharged alive with a diagnosis of acute myocardial infarction and who received persistent beta-blocker treatment for six months after discharge.,,,,80.43,Not Reportable,PBH,rate
2016,CHIP,SelectHealth,Pharmacotherapy Management of COPD Exacerbation,Bronchodilator,The percentage of COPD exacerbations for adults 40 years and older who had an inpatient or ED visit with a primary discharge diagnosis of COPD and were dispensed a bronchodilator within 30 days of the event.,,,,79.92,Not Reportable,PCE,ratebron
2016,CHIP,SelectHealth,Pharmacotherapy Management of COPD Exacerbation,Systemic Corticosteroid,The percentage of COPD exacerbations for adults 40 years and older who had an inpatient or ED visit with a primary discharge diagnosis of COPD and were dispensed a systemic corticosteroid within 14 days of the event.,,,,67.1,Not Reportable,PCE,ratecort
2016,CHIP,SelectHealth,Prenatal and Postpartum Care,Postpartum Care,The percentage of deliveries that had a postpartum visit on or between 21 and 56 days after delivery.,,57.14,,60.93,Not Reportable,PPC,ratepost
2016,CHIP,SelectHealth,Prenatal and Postpartum Care,Timeliness of Prenatal Care,The percentage of deliveries that received a prenatal care visit as a member of the organization in the first trimester or within 42 days of enrollment in the organization.,,71.43,,80.03,Not Reportable,PPC,ratetime
2016,CHIP,SelectHealth,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,,The percentage of members 19-64 years of age with schizophrenia who were dispensed and remained on an antipsychotic medication for at least 80% of their treatment period.,,,,57.88,Not Reportable,SAA,ratetot
2016,CHIP,SelectHealth,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,,"The percentage of members 18-64 years of age with schizophrenia and cardiovascular disease, who had an LDL-C test .",,,,78.47,Not Reportable,SMC,ratetot
2016,CHIP,SelectHealth,Diabetes Monitoring for People With Diabetes and Schizophrenia,,"The percentage of members 18-64 years of age with schizophrenia and diabetes, who had both an LDL-C test and an HbA1c test .",,,,68.2,Not Reportable,SMD,ratetot
2016,CHIP,SelectHealth,Statin Therapy for Patients With Cardiovascular Disease,Received Statin Therapy - Males 21-75,The percentage of males 21-75 years of age who were identified as having clinical atherosclerotic cardiovascular disease (ASCVD) and received at least one high or moderate-intensity statin.,,,,,Not Reportable,SPC,raters2175
2016,CHIP,SelectHealth,Statin Therapy for Patients With Cardiovascular Disease,Received Statin Therapy - Females 40-75,The percentage of females 40-75 years of age who were identified as having clinical atherosclerotic cardiovascular disease (ASCVD) and received at least one high or moderate-intensity statin.,,,,,Not Reportable,SPC,raters4075
2016,CHIP,SelectHealth,Statin Therapy for Patients With Cardiovascular Disease,Received Statin Therapy - Total,The percentage of males 21-75 years of age and females 40-75 years of age who were identified as having clinical atherosclerotic cardiovascular disease (ASCVD) and received at least one high or moderate-intensity statin.,,,,,Not Reportable,SPC,raterstot
2016,CHIP,SelectHealth,Statin Therapy for Patients With Cardiovascular Disease,Statin Adherence 80% - Males 21-75,The percentage of males 21-75 years of age who were identified as having clinical atherosclerotic cardiovascular disease (ASCVD) and remained on a high or moderate-intensity statin at least 80% of the period.,,,,,Not Reportable,SPC,ratesa2175
2016,CHIP,SelectHealth,Statin Therapy for Patients With Cardiovascular Disease,Statin Adherence 80% - Females 40-75,The percentage of females 40-75 years of age who were identified as having clinical atherosclerotic cardiovascular disease (ASCVD) and remained on a high or moderate-intensity statin at least 80% of the period.,,,,,Not Reportable,SPC,ratesa4075
2016,CHIP,SelectHealth,Statin Therapy for Patients With Cardiovascular Disease,Statin Adherence 80% - Total,The percentage of males 21-75 years of age and females 40-75 years of age who were identified as having clinical atherosclerotic cardiovascular disease (ASCVD) and remained on a high or moderate-intensity statin at least 80% of the period.,,,,,Not Reportable,SPC,ratesatot
2016,CHIP,SelectHealth,Statin Therapy for Patients With Diabetes,Received Statin Therapy,The percentage of members 40-75 years of age with diabetes who do not have clinical atherosclerotic cardiovascular disease (ASCVD) and received at least one high or moderate-intensity statin.,,,,,Not Reportable,SPD,raters
2016,CHIP,SelectHealth,Statin Therapy for Patients With Diabetes,Statin Adherence 80%,The percentage of members 40-75 years of age with diabetes who do not have clinical atherosclerotic cardiovascular disease (ASCVD) and remained on a high or moderate-intensity statin at least 80% of the period.,,,,,Not Reportable,SPD,ratesa
2016,CHIP,SelectHealth,Use of Spirometry Testing in the Assessment and Diagnosis of COPD,,"The percentage of adults 40 years of age and older with a new diagnosis of COPD or newly active COPD, who received spirometry testing to confirm the diagnosis.",,,,30.96,Not Reportable,SPR,rate
2016,CHIP,SelectHealth,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medication,,"The percentage of members 18-64 years of age with schizophrenia or bipolar disorder, who were dispensed an antipsychotic medication and had a diabetes screening test .",,,,80.37,Not Reportable,SSD,ratetot
2016,CHIP,SelectHealth,Appropriate Treatment for Children With URI,,The percentage of children 3 months-18 years of age who were given a diagnosis of URI and were not dispensed an antibiotic prescription.,90.23,91.09,,87.76,Administrative,URI,rate
2016,CHIP,SelectHealth,Well-Child Visits in the First 15 Months of Life,0 Visits,The percentage of children who turned 15 months old and had no well-child visits with a primary care physician during their first 15 months of life.,0,0.85,,2.62,Admin+Chart Review,W15,rate0
2016,CHIP,SelectHealth,Well-Child Visits in the First 15 Months of Life,1 Visit,The percentage of children who turned 15 months old and had one well-child visit with a primary care physician during their first 15 months of life.,0,0.85,,2.3,Admin+Chart Review,W15,rate1
2016,CHIP,SelectHealth,Well-Child Visits in the First 15 Months of Life,2 Visits,The percentage of children who turned 15 months old and had two well-child visits with a primary care physician during their first 15 months of life.,1.2,1.45,,3.45,Admin+Chart Review,W15,rate2
